OrderID,CustomerID,OrderDate,ShipDate,TotalAmount,PaymentMethod
116929,221499,2022-01-06,2024-06-17,627.13,Wire Transfer
334563,763022,2022-05-12,2024-07-05,474.86,Credit Card
880130,961925,2022-12-20,2023-05-11,619.48,Wire Transfer
950127,467575,2024-02-05,2024-04-19,1699.75,PayPal
723632,861364,2020-02-28,2024-09-04,1536.16,Wire Transfer
566171,978246,2024-02-27,2024-06-12,1571.03,Credit Card
472881,613300,2022-05-26,2024-02-22,152.07,Wire Transfer
951475,190874,2021-10-13,2022-09-18,166.92,PayPal
467872,642064,2022-04-19,2022-05-28,1994.72,Credit Card
110772,825480,2024-03-14,2024-06-15,1778.54,PayPal
799716,985916,2022-01-12,2022-08-26,1677.39,Credit Card
752965,932754,2023-06-23,2023-12-30,80.63,Wire Transfer
309950,660314,2019-11-21,2022-07-06,1138.0,PayPal
709523,249593,2023-07-04,2023-09-03,1241.35,PayPal
670254,217267,2022-06-09,2022-11-01,972.4,Credit Card
852821,800468,2020-08-08,2021-04-01,739.6,PayPal
135373,110077,2023-08-16,2024-01-23,706.93,Credit Card
240354,795006,2023-10-10,2023-10-19,1501.69,Wire Transfer
332553,425029,2022-05-26,2022-09-08,117.25,PayPal
682825,928418,2024-06-29,2024-07-24,1894.93,Wire Transfer
404554,306968,2023-05-10,2023-12-29,1412.8,Wire Transfer
550575,417486,2021-04-02,2024-04-17,1251.13,Credit Card
388634,728335,2022-09-18,2023-11-26,995.42,Wire Transfer
568021,482344,2021-06-16,2022-06-08,130.12,Credit Card
465901,731178,2022-07-10,2023-12-01,292.61,Credit Card
872186,297318,2022-01-03,2022-12-20,1330.74,Credit Card
572877,498885,2020-08-18,2024-09-02,1696.57,Credit Card
365866,425369,2022-01-29,2023-04-11,270.25,PayPal
254889,581934,2023-10-07,2024-06-26,1645.73,Wire Transfer
531638,779576,2024-01-16,2024-04-08,451.72,Wire Transfer
258100,689883,2020-04-15,2020-11-25,1579.76,PayPal
101107,751404,2021-05-21,2021-08-08,635.94,PayPal
818103,117450,2020-10-09,2021-09-10,1363.7,Credit Card
847787,465585,2024-06-07,2024-09-06,912.02,PayPal
491978,313751,2023-05-27,2024-05-24,343.24,Wire Transfer
128744,799635,2021-12-15,2022-04-05,787.75,Wire Transfer
487084,446812,2023-04-30,2023-07-09,1101.88,Credit Card
298680,495230,2023-06-20,2024-05-11,1461.45,Wire Transfer
278113,769165,2020-07-10,2023-06-19,1038.52,Credit Card
606644,276806,2021-07-25,2021-11-21,1690.65,PayPal
640271,499005,2023-01-12,2024-01-26,1909.97,Wire Transfer
388654,247895,2022-01-01,2022-12-17,1238.9,PayPal
721632,231354,2020-09-26,2023-02-02,809.49,Wire Transfer
322607,221129,2023-06-02,2024-09-11,690.48,Wire Transfer
352605,593128,2024-02-08,2024-02-17,1677.4,Wire Transfer
285438,720516,2019-12-04,2024-05-21,1149.18,PayPal
673004,342186,2020-11-27,2024-01-10,853.54,Credit Card
637668,899543,2023-02-13,2023-07-21,1686.27,Credit Card
657152,962969,2022-11-13,2023-02-21,255.76,Credit Card
401317,676569,2020-06-22,2023-01-28,513.17,Credit Card
557892,459608,2023-05-02,2023-11-06,1375.11,Wire Transfer
293466,855550,2023-05-13,2024-04-05,149.39,Credit Card
732828,959246,2024-03-30,2024-05-17,1408.43,Wire Transfer
319012,250169,2024-03-17,2024-03-28,1024.07,PayPal
854358,864101,2021-03-16,2021-08-11,828.35,PayPal
481580,203759,2021-02-08,2024-04-26,1635.53,Credit Card
987106,788386,2020-12-04,2024-07-23,1160.88,Credit Card
594216,131929,2023-09-01,2024-08-14,1914.04,PayPal
467278,866415,2021-03-20,2022-08-12,1899.78,Wire Transfer
739040,790985,2020-04-05,2022-12-13,499.85,PayPal
216382,134891,2022-01-14,2022-03-24,893.79,Wire Transfer
605167,976406,2020-12-07,2023-04-21,1206.38,PayPal
181350,796239,2020-12-31,2021-11-03,1406.37,PayPal
851459,305891,2023-05-05,2024-04-27,220.53,Wire Transfer
275603,511015,2023-01-18,2023-02-19,930.97,Credit Card
238118,695841,2022-01-03,2024-06-25,1634.01,PayPal
167179,707410,2021-10-10,2024-03-19,267.71,Wire Transfer
990114,296797,2022-03-10,2022-06-04,1751.39,Credit Card
693842,486493,2022-09-14,2022-10-16,524.87,Credit Card
995881,398555,2023-07-23,2023-11-11,465.81,Credit Card
547085,566403,2022-03-03,2023-07-20,942.65,Wire Transfer
760618,522475,2023-05-28,2024-01-26,1197.39,PayPal
312008,358821,2021-11-27,2022-05-20,1385.09,Wire Transfer
555367,794946,2021-09-06,2023-06-27,647.52,Wire Transfer
897049,588498,2019-10-12,2023-02-23,67.76,Credit Card
846440,457037,2021-07-01,2023-07-21,1486.27,PayPal
463585,941483,2023-08-06,2024-01-04,60.52,Wire Transfer
671636,326824,2020-11-05,2021-12-10,298.11,Credit Card
200937,600444,2024-08-01,2024-09-05,842.68,PayPal
731739,890936,2022-12-16,2022-12-26,1339.93,Wire Transfer
553918,621224,2021-02-20,2021-05-25,741.4,PayPal
422282,297076,2023-12-15,2024-05-09,25.71,PayPal
492712,770907,2021-04-27,2023-01-09,1251.55,Wire Transfer
307576,339523,2020-10-19,2021-04-13,1246.25,Wire Transfer
325496,690333,2021-11-26,2024-04-28,369.06,PayPal
189660,566554,2021-03-09,2022-07-30,1656.08,Credit Card
370760,931655,2020-03-28,2021-11-15,1658.12,PayPal
528101,396701,2023-08-22,2023-12-22,750.39,Wire Transfer
420098,529798,2022-06-05,2024-05-30,395.59,PayPal
642741,846240,2020-09-20,2022-05-07,20.95,PayPal
548478,583936,2022-09-25,2024-01-18,1529.1,Credit Card
833556,812457,2022-05-29,2022-11-22,1267.2,Wire Transfer
863881,409408,2024-05-20,2024-07-06,1607.5,Wire Transfer
498232,665098,2023-04-28,2024-01-23,229.88,Wire Transfer
681555,411006,2021-05-03,2022-12-25,1626.72,PayPal
394316,323886,2021-10-11,2022-08-12,137.85,Wire Transfer
781912,110704,2020-12-06,2021-09-12,467.32,PayPal
960073,826659,2020-05-07,2024-02-02,310.36,Wire Transfer
458846,577434,2024-01-25,2024-02-23,1744.23,Credit Card
665821,614737,2022-09-28,2024-01-05,179.67,Wire Transfer
744431,113786,2021-01-22,2021-02-11,609.43,Wire Transfer
997819,648132,2020-04-25,2021-02-14,607.62,Credit Card
248808,537632,2022-12-17,2023-05-05,203.25,Credit Card
353409,866412,2023-04-16,2024-06-25,1359.93,Credit Card
324856,621126,2020-08-24,2021-03-03,1840.4,PayPal
325597,211390,2023-10-31,2023-11-15,1621.09,Wire Transfer
367424,175458,2022-09-08,2024-08-17,174.71,PayPal
939918,681838,2022-05-19,2022-08-11,518.16,Credit Card
547207,481982,2023-10-23,2023-10-28,273.67,PayPal
394401,440802,2022-03-28,2022-05-22,1134.36,PayPal
615657,552577,2024-03-01,2024-09-06,716.81,PayPal
359346,341183,2020-06-26,2022-01-14,1125.44,PayPal
712425,685023,2022-01-31,2022-09-05,1876.63,PayPal
557608,920713,2022-09-16,2022-11-12,1038.35,Credit Card
538651,538513,2021-03-12,2022-07-19,558.38,Credit Card
920857,866447,2022-10-03,2024-01-21,1528.7,PayPal
998559,280954,2020-10-13,2022-12-14,1921.32,PayPal
388836,889965,2022-03-05,2023-09-30,608.24,PayPal
458314,903235,2022-05-06,2024-09-08,1843.56,PayPal
840547,711290,2020-06-15,2020-12-05,805.71,PayPal
603486,829678,2023-01-21,2023-10-15,213.39,Wire Transfer
804208,879444,2023-01-18,2023-06-17,1235.67,Wire Transfer
935811,548570,2024-02-06,2024-08-28,1015.45,Wire Transfer
865995,212993,2021-12-12,2023-03-28,359.92,PayPal
237737,795016,2021-10-11,2023-11-16,62.85,PayPal
417179,816563,2020-09-08,2022-12-09,1079.48,Credit Card
130877,629740,2020-06-21,2024-03-13,1993.53,Credit Card
920709,637456,2023-03-24,2023-09-12,1971.47,Wire Transfer
557383,855440,2019-12-11,2020-07-09,1307.56,Credit Card
880954,536286,2021-05-20,2022-03-10,558.19,PayPal
556876,589701,2022-05-23,2022-07-13,970.17,Credit Card
638636,641310,2024-05-18,2024-08-03,810.36,PayPal
475652,456913,2020-09-19,2023-09-15,582.3,Wire Transfer
671277,858660,2021-02-26,2024-09-09,886.74,Credit Card
297407,977016,2021-08-17,2024-07-30,1130.95,Credit Card
552960,490362,2020-07-27,2024-05-19,606.14,PayPal
959334,240257,2023-07-18,2024-09-05,1034.34,Wire Transfer
153247,790360,2024-05-11,2024-06-22,867.18,Credit Card
701714,869771,2021-07-23,2022-10-20,1392.26,PayPal
822532,268076,2024-07-19,2024-08-22,944.52,PayPal
771982,161621,2024-01-04,2024-05-29,1987.32,Credit Card
747565,215748,2022-01-24,2022-09-14,1662.55,Wire Transfer
613343,332867,2024-01-17,2024-03-09,1472.6,Wire Transfer
182852,957292,2021-05-21,2022-02-21,1610.1,PayPal
921932,789859,2019-09-24,2024-08-19,106.08,Wire Transfer
661116,832607,2019-09-15,2020-09-04,1678.11,PayPal
342127,152539,2020-11-09,2024-07-11,166.41,Wire Transfer
624033,529987,2021-12-30,2024-04-24,1889.33,Wire Transfer
539018,578371,2020-12-04,2023-05-28,96.63,Credit Card
931845,430560,2020-09-25,2021-12-26,624.25,Wire Transfer
102185,534080,2023-12-07,2023-12-25,332.99,PayPal
271936,410872,2022-04-20,2024-08-01,822.51,Credit Card
483776,811494,2023-01-07,2023-11-11,610.69,PayPal
519684,746423,2021-03-08,2022-05-04,1512.46,Wire Transfer
614432,268008,2023-06-19,2023-07-17,1861.39,PayPal
266994,921536,2024-04-30,2024-06-07,186.79,Credit Card
925937,628378,2024-06-05,2024-06-08,488.45,Credit Card
791415,839526,2022-11-24,2023-05-29,840.54,Wire Transfer
842957,310958,2022-05-18,2024-02-15,1450.4,Wire Transfer
698289,751761,2019-10-12,2023-10-06,622.65,Credit Card
592593,167636,2020-04-30,2023-11-08,1905.69,Credit Card
189677,658666,2023-10-05,2024-07-12,438.12,Credit Card
243498,661048,2022-12-29,2023-11-15,1037.21,Credit Card
723517,669990,2022-03-16,2024-04-15,697.48,PayPal
654491,721567,2023-01-18,2024-04-13,151.78,Credit Card
172843,923542,2020-12-17,2021-12-25,769.98,PayPal
262312,618938,2020-01-22,2021-09-15,106.72,Wire Transfer
874768,939845,2021-10-11,2023-07-04,1731.49,Credit Card
704166,565972,2020-09-13,2022-06-03,1238.62,Credit Card
568623,469911,2019-09-16,2020-11-11,1607.66,PayPal
585670,802376,2021-06-22,2022-02-21,560.2,Wire Transfer
428951,893365,2022-07-29,2023-04-02,367.55,Wire Transfer
179794,386046,2022-01-31,2024-03-10,1110.8,Credit Card
119345,247594,2020-01-27,2021-02-25,747.96,Wire Transfer
605507,508163,2022-09-01,2023-07-15,1412.42,Wire Transfer
661349,862032,2020-10-28,2023-12-30,675.65,Credit Card
715209,713124,2019-12-10,2020-07-09,375.25,Wire Transfer
539269,738925,2022-03-20,2023-08-23,293.14,PayPal
228129,208942,2019-09-16,2020-10-15,200.13,Wire Transfer
339982,140212,2020-02-15,2020-09-06,1174.99,PayPal
540537,510456,2022-09-26,2023-05-16,1453.75,Wire Transfer
598534,141638,2020-04-13,2024-03-19,1997.42,Wire Transfer
740185,564077,2024-07-23,2024-08-21,1409.93,Wire Transfer
267965,918632,2022-08-13,2022-09-27,288.45,Wire Transfer
361462,715883,2020-06-15,2021-12-20,1394.12,Credit Card
392411,107650,2024-06-27,2024-08-11,1525.92,PayPal
788057,627764,2023-09-04,2024-03-21,1215.61,Credit Card
775837,105392,2023-10-19,2024-06-07,257.08,PayPal
419219,606056,2020-12-27,2023-10-01,570.63,Wire Transfer
357058,442035,2022-08-19,2023-11-21,190.38,Credit Card
112819,269803,2020-09-19,2024-08-17,412.64,Credit Card
270173,959327,2023-09-25,2023-12-16,1502.08,Credit Card
500563,441904,2020-02-17,2023-11-01,79.92,Credit Card
129606,199499,2019-10-11,2019-12-23,1933.25,PayPal
636235,168766,2023-11-28,2024-08-20,1510.7,Credit Card
759380,595390,2023-02-05,2024-03-30,1487.05,Credit Card
847848,152631,2021-10-22,2022-02-05,1515.3,PayPal
300532,878509,2022-05-09,2022-07-16,1123.69,PayPal
187465,144389,2020-10-15,2022-09-08,59.68,PayPal
802960,954791,2023-08-23,2024-05-31,1461.23,Wire Transfer
794450,511398,2021-05-27,2024-05-13,1586.31,Credit Card
358923,477699,2020-02-12,2024-06-01,597.43,Wire Transfer
198039,940073,2022-07-11,2023-05-31,1442.99,Credit Card
217907,143613,2023-12-19,2024-03-24,490.08,PayPal
726601,962535,2022-10-08,2022-10-21,530.91,Wire Transfer
494540,222817,2022-01-21,2023-05-01,104.81,Wire Transfer
992334,425113,2022-07-28,2023-09-13,1922.47,Credit Card
787786,588948,2021-11-13,2024-06-08,798.74,Credit Card
835960,698543,2021-09-28,2022-03-11,1637.86,Wire Transfer
487054,183965,2021-10-12,2022-11-14,1714.97,Wire Transfer
878590,755792,2023-04-20,2024-08-14,1084.77,Credit Card
788888,805024,2024-06-26,2024-07-28,337.43,PayPal
168931,220609,2019-10-20,2020-11-14,323.37,Wire Transfer
990407,564830,2024-03-28,2024-04-04,1681.57,PayPal
550621,624095,2022-09-03,2024-05-25,1049.48,PayPal
817694,704162,2021-05-06,2024-01-22,550.45,Wire Transfer
750836,745921,2020-12-12,2022-04-05,970.05,Wire Transfer
440277,316440,2020-11-09,2021-06-09,584.91,Credit Card
409348,954125,2021-02-18,2022-11-27,845.37,Credit Card
980753,755057,2023-05-03,2024-01-27,1389.96,Wire Transfer
132520,687748,2020-09-08,2022-08-17,861.23,Wire Transfer
460243,550732,2024-05-15,2024-08-13,1181.47,PayPal
789305,463727,2022-05-23,2023-06-16,279.3,Credit Card
327686,710762,2021-03-11,2023-01-27,580.43,Credit Card
597979,610887,2024-01-21,2024-08-21,1707.6,Wire Transfer
836077,128711,2021-05-10,2021-12-14,1206.52,PayPal
151664,302451,2024-05-10,2024-06-08,97.79,Wire Transfer
837666,653936,2024-08-07,2024-08-17,303.13,Wire Transfer
424750,518544,2019-09-25,2020-04-15,514.01,Wire Transfer
636998,488955,2022-05-23,2022-06-06,1599.57,Credit Card
790180,230014,2020-03-25,2021-02-27,200.92,Credit Card
541367,878266,2020-03-04,2022-08-26,1216.0,Wire Transfer
474337,316989,2019-11-09,2021-09-21,318.98,Credit Card
556038,350576,2022-05-13,2023-03-15,104.39,Credit Card
673008,633581,2019-10-04,2022-10-03,312.51,Credit Card
178778,135259,2023-01-16,2024-04-19,1178.72,Wire Transfer
642795,796294,2020-08-20,2022-06-17,605.87,Credit Card
531374,984297,2020-05-01,2024-01-02,1996.64,Wire Transfer
936495,837997,2022-01-28,2022-05-06,155.38,PayPal
159296,268644,2022-02-07,2024-07-20,337.38,PayPal
854896,330703,2023-10-19,2023-10-23,997.8,Credit Card
928862,731954,2020-08-22,2023-04-02,625.44,Credit Card
695459,595812,2024-01-29,2024-07-17,397.69,Wire Transfer
888544,159810,2024-05-18,2024-06-09,1016.31,Wire Transfer
844199,147080,2021-04-04,2024-08-13,1480.05,Wire Transfer
844534,243627,2021-03-26,2021-12-21,130.6,PayPal
704397,368785,2021-02-23,2022-08-08,468.3,Credit Card
207780,989163,2023-05-05,2024-09-11,970.37,PayPal
609213,890648,2021-02-10,2024-07-05,1858.46,Credit Card
417029,554611,2024-03-18,2024-03-31,576.8,Credit Card
190660,728363,2023-01-28,2023-09-20,1644.16,PayPal
566452,321942,2023-11-16,2024-02-24,1637.33,Wire Transfer
987513,886783,2022-02-27,2022-06-25,1270.32,Wire Transfer
628227,930718,2019-12-04,2024-03-05,1043.98,Wire Transfer
297962,812177,2020-02-26,2020-08-21,1435.32,PayPal
540762,649338,2024-04-06,2024-08-04,428.46,Wire Transfer
970302,880003,2023-07-15,2024-08-22,78.11,Credit Card
596254,799492,2023-01-31,2024-02-03,874.28,Credit Card
452917,581983,2021-05-31,2023-04-16,169.75,Wire Transfer
754326,866374,2022-03-17,2023-09-07,1750.25,PayPal
796121,145266,2024-07-29,2024-08-28,816.99,Wire Transfer
493875,342596,2020-04-26,2022-04-29,1370.8,PayPal
672719,126294,2019-10-09,2023-12-30,1414.31,PayPal
204811,413130,2024-03-10,2024-06-27,914.82,Credit Card
256721,830955,2024-08-04,2024-08-10,1525.62,Credit Card
137987,877211,2020-03-13,2023-07-09,228.05,Credit Card
973634,166644,2024-08-05,2024-08-22,717.93,Wire Transfer
270931,928703,2020-02-24,2021-04-26,1717.28,PayPal
109914,435573,2020-07-29,2023-04-04,128.84,Wire Transfer
341403,137389,2022-07-19,2023-06-15,1166.95,Credit Card
600732,460675,2020-08-03,2023-06-06,645.98,PayPal
771980,420216,2024-01-08,2024-05-06,848.68,Credit Card
528046,722116,2020-08-17,2024-03-09,1359.63,PayPal
647589,196539,2022-02-01,2023-11-09,987.59,Wire Transfer
938941,350551,2023-12-09,2023-12-21,1381.79,Wire Transfer
480233,518900,2024-01-13,2024-02-22,1175.81,Credit Card
850887,787528,2024-02-23,2024-04-17,103.64,Credit Card
635568,337130,2024-02-01,2024-08-04,237.03,Credit Card
128804,966987,2021-03-31,2022-01-18,1359.99,Credit Card
416654,545759,2024-01-22,2024-06-22,637.7,Wire Transfer
531835,596946,2019-11-21,2021-05-17,1723.77,PayPal
899757,252020,2021-07-15,2023-11-15,1940.75,Wire Transfer
992763,958307,2022-03-30,2023-10-18,1393.01,PayPal
588284,303005,2021-08-27,2022-10-12,250.95,Credit Card
377150,456605,2019-09-16,2024-06-21,1436.02,PayPal
527839,839651,2019-09-16,2021-03-11,1374.98,PayPal
259729,978833,2020-05-24,2022-05-29,1390.92,Wire Transfer
395346,691631,2024-04-27,2024-07-04,868.52,Wire Transfer
364001,285699,2022-07-03,2022-07-30,1663.52,Wire Transfer
542945,539503,2022-06-05,2023-05-04,335.41,Credit Card
328439,262637,2021-10-06,2023-01-02,506.55,Wire Transfer
808986,377305,2023-07-24,2023-08-26,1434.07,PayPal
524028,378307,2022-08-14,2024-07-03,288.21,PayPal
738903,696915,2024-05-10,2024-05-18,197.85,PayPal
773231,570647,2019-09-10,2024-08-18,1114.2,PayPal
275079,116677,2021-03-07,2021-08-06,1159.66,PayPal
394761,840550,2024-08-07,2024-08-11,1251.07,Credit Card
242189,414335,2024-03-07,2024-05-25,355.55,Credit Card
624095,912987,2021-02-02,2022-08-25,1307.11,Credit Card
274460,891167,2021-02-13,2022-06-04,917.78,PayPal
953289,762498,2020-01-16,2022-08-19,1382.83,PayPal
277313,995387,2020-11-13,2021-09-06,646.82,PayPal
125848,821564,2022-06-27,2023-01-14,1503.4,Wire Transfer
395908,732563,2020-12-24,2021-08-09,507.29,PayPal
734593,141456,2020-10-06,2020-10-06,845.57,Credit Card
411337,878332,2021-10-09,2023-07-30,1353.88,PayPal
802006,814575,2022-07-05,2022-12-22,70.94,Credit Card
139918,185623,2022-01-24,2022-04-19,1401.09,PayPal
223080,916351,2024-03-22,2024-08-17,1280.45,Credit Card
506622,543934,2021-08-08,2022-02-16,259.23,PayPal
345284,723829,2024-05-05,2024-05-09,1795.91,Wire Transfer
286152,327409,2022-04-23,2024-07-05,1655.15,PayPal
766663,675885,2022-07-27,2022-11-18,463.54,Credit Card
124052,876374,2023-03-05,2023-06-14,1107.84,Credit Card
476196,686306,2022-04-26,2024-04-16,1585.85,Credit Card
648014,329674,2023-10-16,2024-06-21,758.36,PayPal
231706,579437,2021-06-07,2022-10-06,1999.73,Wire Transfer
132320,371060,2020-09-22,2022-04-21,1360.61,Credit Card
365512,786187,2020-01-04,2021-05-27,1299.75,Credit Card
966356,930573,2023-09-19,2024-03-17,1153.34,Wire Transfer
511420,643547,2024-01-10,2024-08-05,699.41,Wire Transfer
621118,207874,2021-03-16,2024-07-31,1803.17,PayPal
579913,366893,2021-10-09,2023-03-15,859.29,Credit Card
302705,527227,2022-09-08,2023-10-18,955.03,PayPal
184110,102533,2022-05-11,2023-07-19,540.37,PayPal
778103,224983,2024-05-24,2024-09-02,838.15,PayPal
862986,824334,2019-10-23,2022-06-25,114.76,Wire Transfer
219351,138654,2021-01-06,2022-06-08,459.82,Credit Card
241984,281186,2023-12-22,2024-06-28,161.79,Wire Transfer
205183,235596,2024-05-25,2024-05-28,1187.83,PayPal
273618,777364,2023-10-22,2024-08-03,1625.39,Wire Transfer
357208,566166,2022-08-20,2024-04-18,975.27,PayPal
751866,392478,2023-05-15,2023-05-24,370.55,Credit Card
578761,874364,2024-07-19,2024-08-02,1209.57,PayPal
849300,525834,2021-12-27,2022-04-08,1702.97,Wire Transfer
184368,395985,2022-06-02,2022-11-30,1602.63,Wire Transfer
153982,977312,2023-12-28,2024-03-26,337.41,PayPal
564068,981794,2023-11-22,2024-04-11,1324.86,Credit Card
810383,922918,2020-10-12,2020-12-21,1545.26,PayPal
278798,144884,2023-01-12,2023-06-30,1275.83,PayPal
932764,305557,2021-04-15,2022-12-27,1489.06,Wire Transfer
966353,689088,2023-06-03,2024-08-09,481.81,Wire Transfer
215371,234363,2020-07-16,2023-10-20,312.32,Credit Card
979698,668927,2022-05-05,2022-07-24,1949.12,Credit Card
597721,664874,2019-11-01,2023-09-16,1247.01,Wire Transfer
757118,861021,2022-04-01,2023-10-21,1822.83,PayPal
668168,494852,2020-11-29,2022-11-11,1954.49,Wire Transfer
860582,602958,2024-05-12,2024-09-05,1533.06,PayPal
194555,629923,2023-02-07,2024-04-10,1268.41,Wire Transfer
534559,304280,2020-03-01,2020-06-26,817.66,Credit Card
387269,563776,2024-04-25,2024-08-29,420.95,PayPal
705320,889757,2023-04-24,2024-04-28,399.82,Credit Card
616781,769339,2021-11-29,2022-06-09,1535.12,Credit Card
719709,574206,2020-03-08,2024-01-06,420.3,Credit Card
429123,575212,2024-05-29,2024-08-26,558.4,Credit Card
583771,796068,2021-06-09,2021-10-14,851.6,PayPal
599972,947157,2020-07-18,2022-12-10,1160.24,PayPal
362474,738953,2021-05-08,2022-07-22,1412.5,PayPal
409440,558613,2023-08-19,2023-10-17,1522.47,Credit Card
588413,943967,2023-03-30,2024-06-12,282.97,Credit Card
305128,450789,2022-04-15,2022-11-05,381.05,Credit Card
711009,761435,2019-11-01,2022-01-23,1704.41,Wire Transfer
321118,335514,2024-08-09,2024-08-19,453.32,Wire Transfer
134386,717278,2024-07-11,2024-08-30,1751.1,Wire Transfer
801003,394642,2021-05-25,2023-06-11,1511.15,Credit Card
357042,551940,2021-06-22,2023-08-15,1624.63,Wire Transfer
540458,363293,2021-10-20,2024-02-03,259.32,Credit Card
188176,741345,2024-01-19,2024-01-22,1829.6,Credit Card
863609,884620,2023-03-31,2023-05-01,1025.65,Credit Card
582069,789312,2021-03-13,2023-07-05,498.64,PayPal
432975,502437,2019-08-21,2023-09-04,237.59,Credit Card
606060,341314,2023-11-29,2024-02-03,1864.36,PayPal
893824,315112,2022-06-07,2023-03-16,406.09,Credit Card
362986,986346,2021-06-28,2022-08-22,1718.22,Wire Transfer
792851,155630,2021-02-07,2024-05-14,1273.52,Wire Transfer
831553,840523,2024-06-15,2024-06-17,898.91,Wire Transfer
827391,300816,2021-09-03,2023-09-24,1313.96,PayPal
812569,167658,2023-03-21,2024-01-19,889.03,Wire Transfer
100895,727519,2023-04-03,2023-12-02,1385.77,Wire Transfer
458697,988220,2021-12-10,2024-02-07,386.31,Wire Transfer
722451,540657,2023-11-06,2024-05-25,1899.07,PayPal
176264,374555,2022-08-05,2022-08-15,973.97,Credit Card
616741,180332,2019-09-27,2020-09-26,1629.06,PayPal
982987,716607,2022-09-06,2024-04-13,130.22,Wire Transfer
596861,355625,2023-01-26,2023-07-15,1514.07,Credit Card
727806,167789,2021-08-10,2021-10-15,1931.52,PayPal
719956,881135,2019-12-04,2024-05-18,1661.37,Wire Transfer
417330,417056,2022-10-09,2024-01-06,229.37,Credit Card
602424,757472,2023-11-14,2024-04-28,1686.43,PayPal
248640,685575,2022-02-27,2023-07-09,796.48,Wire Transfer
222140,968787,2022-05-08,2022-06-19,729.88,Wire Transfer
592871,393601,2020-05-31,2021-11-13,1105.01,Wire Transfer
386201,648029,2021-05-04,2023-02-11,1919.38,Credit Card
322740,681718,2023-11-05,2024-02-06,315.83,Credit Card
210923,571519,2022-01-29,2022-02-19,731.19,Credit Card
698028,209881,2023-07-14,2024-02-29,419.69,Credit Card
815830,205025,2023-07-29,2024-08-02,1363.72,Wire Transfer
652858,104531,2021-10-19,2022-10-08,83.76,Credit Card
949559,162203,2019-08-19,2020-09-22,794.3,Wire Transfer
154536,523844,2020-01-31,2024-03-05,737.06,PayPal
879019,548719,2023-08-29,2024-01-28,1216.92,PayPal
396264,359664,2023-07-23,2024-08-07,1745.69,Credit Card
905156,836700,2023-10-21,2023-12-15,1755.64,PayPal
634034,809375,2022-04-24,2023-11-04,220.18,Credit Card
948928,133149,2023-10-10,2024-05-10,515.41,PayPal
772245,511504,2023-12-04,2024-07-23,920.37,PayPal
730807,295040,2024-05-22,2024-07-14,1575.51,Wire Transfer
398736,670293,2020-05-01,2024-07-06,745.22,Wire Transfer
494274,149749,2021-12-05,2024-05-29,1569.75,Credit Card
177652,140498,2020-09-23,2023-07-03,582.96,PayPal
747440,346358,2023-10-03,2024-05-25,859.48,PayPal
838809,726742,2021-11-30,2022-12-15,1560.81,PayPal
481473,921402,2022-09-05,2023-10-24,1309.5,Credit Card
125308,599630,2021-03-25,2022-07-23,697.64,PayPal
213778,986868,2023-05-31,2024-08-15,964.28,Wire Transfer
412295,358847,2024-07-09,2024-08-23,866.69,PayPal
946861,453262,2023-03-24,2024-09-06,1191.12,Credit Card
986332,519518,2022-08-04,2024-06-13,766.95,PayPal
256082,433455,2023-08-28,2024-05-12,885.25,Credit Card
357513,862045,2020-08-08,2024-08-16,1893.0,PayPal
868714,641633,2024-06-06,2024-08-16,1881.82,Credit Card
752955,509144,2022-08-22,2023-01-05,1089.0,Credit Card
473899,496668,2023-01-29,2023-06-13,1376.84,Wire Transfer
486900,773869,2020-07-31,2021-01-15,114.04,Wire Transfer
317844,864091,2020-06-26,2020-08-09,1864.41,Credit Card
547389,460129,2021-01-01,2023-05-25,164.59,PayPal
800706,310061,2024-01-14,2024-07-20,917.02,Wire Transfer
978252,370301,2021-08-03,2022-06-21,1485.92,Wire Transfer
110044,309725,2022-01-19,2024-02-21,1787.0,Wire Transfer
249467,898106,2021-11-05,2023-02-24,1981.65,PayPal
257208,608369,2023-12-21,2024-06-28,37.28,Credit Card
808275,406054,2024-03-20,2024-04-04,327.33,Credit Card
781372,107919,2020-11-30,2022-02-25,157.68,Credit Card
912727,330122,2021-07-07,2022-12-10,256.77,Credit Card
601633,790575,2021-08-23,2021-12-17,1103.09,Credit Card
240051,132727,2019-10-31,2021-06-10,433.2,Credit Card
582547,277448,2019-11-16,2021-02-16,1691.89,Wire Transfer
200826,272991,2019-11-16,2021-03-14,1604.95,Wire Transfer
596320,425381,2022-10-11,2023-12-28,1134.17,Wire Transfer
469131,480171,2022-03-23,2023-04-12,1200.76,Wire Transfer
138303,502743,2021-11-07,2024-08-21,295.62,PayPal
887395,304140,2019-09-03,2019-10-07,503.28,PayPal
208544,378092,2020-08-01,2022-02-28,1118.66,Credit Card
495373,779945,2019-09-10,2024-05-18,1869.04,Credit Card
359171,262556,2023-12-05,2024-04-12,1589.67,PayPal
967421,884251,2022-01-05,2023-07-11,301.36,PayPal
434048,666554,2019-12-07,2020-02-18,641.26,Wire Transfer
966957,205754,2022-10-21,2023-03-30,1991.39,Credit Card
385784,487297,2023-11-16,2024-07-23,120.47,Credit Card
114587,454439,2021-07-19,2023-06-14,300.46,Credit Card
858562,260340,2020-04-02,2023-03-10,1304.28,PayPal
491014,277110,2024-02-20,2024-03-19,631.26,Credit Card
