TransactionID,AccountID,TransactionDate,Amount,TransactionType,Description
281003,634671,2023-07-07,-3826.09,Debit,Anything provide whose soldier record suddenly.
942683,293192,2020-01-26,2740.27,Credit,Kid indicate concern oil.
693870,266132,2024-07-19,2111.29,Debit,Ago smile sea.
315394,320447,2021-12-23,1792.01,Debit,Now enjoy should interesting.
645604,645150,2020-04-22,1975.74,Debit,Arm contain successful.
493241,644989,2022-09-20,602.65,Debit,Main letter speak choice film.
454419,273033,2023-02-06,2315.41,Debit,Recently maybe of should glass each shake.
955432,543732,2022-10-16,-2284.75,Debit,While analysis direction.
389772,970100,2023-11-27,763.38,Debit,Role word better tell season vote box.
638946,107652,2021-12-18,-4636.59,Credit,Accept front we just institution or.
166765,473245,2022-04-17,-3022.48,Credit,Ability read challenge space point community.
183752,158821,2023-11-08,-4175.14,Debit,Rest physical head.
599079,624173,2021-09-08,-3039.42,Credit,Cut minute college their.
939017,189609,2023-01-06,3123.82,Debit,Nature election war reality be suggest.
465739,757859,2022-06-08,-3517.37,Debit,Current authority so understand fight.
625254,299045,2023-06-25,1387.18,Credit,Myself increase somebody smile threat.
910660,987685,2020-05-20,805.32,Debit,Indeed wide serve. Behind be each those.
163369,840398,2022-11-14,-1172.79,Debit,School center care.
472609,470213,2020-10-26,1733.33,Credit,Final medical third page body.
559312,256060,2021-08-29,923.42,Credit,Item accept back tree move leave.
154437,996903,2024-07-01,2396.43,Credit,Provide event eat hot on ask plan.
449665,923995,2021-06-07,4469.76,Credit,Experience industry effort.
346229,171082,2022-10-26,409.13,Credit,Eye center lose production. Anything all list it.
883211,742013,2023-05-07,2745.87,Credit,According sing college garden film man election.
617541,490226,2022-02-07,-1291.17,Debit,Cut instead not election second.
858917,158658,2022-05-20,-2703.74,Credit,Almost finish listen describe again.
796866,324151,2019-08-17,6.1,Credit,Already nor arrive than source kid two.
486091,601891,2020-11-04,3717.5,Credit,Bad because high wait.
652175,726955,2024-03-15,-4046.87,Debit,Art agent yes each can.
415574,122196,2020-08-25,-2798.45,Debit,Could fill bank. Available cup force record.
614355,617582,2021-01-24,3854.92,Credit,Manage already interesting crime.
290773,572005,2021-05-28,-2430.85,Debit,Pm save upon property forget rather rate.
348909,264800,2022-06-28,-1704.57,Credit,Hot project whose beat.
603234,668724,2023-10-03,-2324.13,Credit,Discussion back fight Democrat.
133031,126906,2021-10-22,633.05,Credit,Skill under follow usually their write.
112354,938917,2023-04-19,-76.45,Debit,Company threat couple born plan dark.
590119,865360,2022-01-09,284.37,Credit,Show child believe nature rate benefit I miss.
124724,715271,2021-07-24,3003.53,Debit,Describe choice there want plan evidence remain.
956003,781932,2022-01-13,1509.57,Credit,Ago almost teacher rather.
962961,510296,2020-02-20,2270.16,Debit,Discover within drop Republican.
769537,453861,2022-01-25,2509.26,Credit,To stop from education.
106051,863335,2024-04-07,-188.04,Debit,Per moment no economy carry large easy.
731757,181087,2022-01-14,4695.96,Debit,Cell record security.
571252,677563,2022-08-02,-4527.49,Debit,Quite sing central learn include throughout.
308693,849833,2020-05-13,-4795.68,Credit,It pick since behind.
796843,999311,2020-11-29,-4044.42,Debit,What leg when growth so foreign yet.
874014,632149,2024-08-06,3519.18,Credit,Join off guy future outside.
280226,191838,2021-09-14,2335.64,Debit,Night rock big.
496605,499313,2020-12-04,2210.89,Debit,Yes open forget beautiful.
292563,699128,2024-03-16,3208.98,Debit,Campaign difference age he truth himself rock.
531273,358563,2021-10-11,536.05,Credit,As space certain discussion.
922494,159691,2021-01-10,188.67,Debit,Boy seven career structure.
510014,828965,2023-10-11,-4840.54,Credit,Set our item western.
933442,275559,2021-06-29,-424.67,Credit,Baby old staff near fall expert.
234122,523467,2020-01-25,-4627.53,Credit,Nice direction open we.
262247,628239,2024-02-01,879.38,Credit,Its example mouth who.
288781,266152,2024-06-23,2182.77,Credit,Day serve strategy general consider.
744799,944532,2023-08-23,2711.72,Debit,Serve eat why far tend professor.
267348,521766,2020-11-09,2371.43,Credit,Pay go magazine unit edge.
757958,407617,2021-06-21,-1222.96,Credit,Likely age image run off research week.
139072,304436,2022-12-11,-4997.18,Debit,By quickly financial each throw which.
129668,656183,2021-05-08,-51.69,Debit,Doctor risk social plant situation.
301179,443248,2019-10-18,-2500.5,Debit,Impact cold air across information a ever.
175867,239561,2021-03-12,-273.54,Credit,Budget less guess style.
750125,498399,2022-06-15,1712.64,Debit,Class yeah black south reason brother thousand.
257583,937740,2022-12-01,2524.73,Debit,Fast miss growth month two.
352645,471325,2022-09-26,4673.64,Debit,Growth crime personal well.
756897,776323,2023-02-01,1631.52,Debit,Close picture job own.
146951,776315,2021-07-04,-3694.02,Debit,Player must try.
869039,766321,2020-09-12,-1281.63,Credit,Money performance human artist.
240899,625044,2021-08-14,2997.51,Debit,Watch world bank necessary cold between.
160653,200234,2021-11-29,-3512.09,Debit,Food myself keep spring range recently.
148348,233480,2023-02-09,4864.45,Credit,Consumer as will eight somebody prove a.
881744,126394,2022-11-16,-551.05,Credit,Add fly such.
230807,232319,2019-12-18,-1461.69,Credit,Bring maybe defense bit car particular only one.
551743,540931,2024-01-06,2093.49,Credit,Think seek throw white.
842986,577482,2020-11-09,-4200.99,Debit,Father individual building speech.
369698,431804,2024-02-14,3152.74,Credit,Fire race keep free foreign others.
537677,311156,2022-07-06,555.43,Credit,Hour care design position happy.
444203,243776,2022-05-12,-4326.75,Credit,Per raise assume believe another owner fly step.
633692,933627,2021-10-20,1143.66,Debit,Interview second none there class point.
899159,790258,2019-12-15,-44.87,Credit,Process war answer.
971725,618650,2024-04-21,3208.05,Credit,On what able painting.
726147,896093,2022-05-27,-4919.53,Debit,Measure set offer his oil.
517078,652228,2020-12-17,2822.35,Credit,Then turn add character international age.
623080,415927,2024-03-29,-1754.81,Debit,Talk account front church.
970777,824746,2020-07-31,-3593.87,Credit,About happy hair organization personal.
335065,802593,2023-01-22,-1738.39,Credit,Move sister glass music break.
747602,191743,2021-01-18,-4766.94,Debit,Theory number think girl.
891242,390786,2020-08-02,-1440.82,Debit,Huge close grow government sing drug.
690871,171969,2020-01-04,4070.11,Credit,Third hospital price before back candidate.
326235,780689,2020-05-11,-4500.99,Credit,Fund step light score long camera.
919532,195095,2023-07-22,305.53,Debit,Share manager charge course despite.
751341,870858,2020-11-13,-2480.97,Credit,Model scene work run indeed way woman.
314832,508054,2023-07-26,-1176.71,Credit,Number avoid environmental.
828292,742666,2020-06-19,4824.2,Debit,Always image box once cold.
677020,446777,2022-11-25,4696.68,Debit,Floor commercial himself hand plant.
564010,816357,2021-05-18,-89.21,Debit,Style expect scientist history.
780264,456623,2023-03-01,1401.28,Debit,Top heavy admit arm.
751400,867408,2023-11-15,1283.69,Credit,Such growth meet. Level history away wind strong.
963337,609891,2020-07-02,1858.57,Credit,Citizen which consider kind partner theory.
812040,556395,2022-06-20,1818.67,Debit,Important there knowledge four might determine.
705458,349048,2023-10-03,-211.76,Credit,Decision person customer deal surface human.
472350,376586,2024-06-14,-3719.18,Credit,Role writer wind foot turn across.
800459,483938,2022-06-19,845.37,Debit,Cut action hope public others paper partner.
563640,729005,2023-05-25,-240.62,Debit,Home tree too night lose main.
257642,788456,2022-01-01,406.26,Credit,Recognize window policy Mr your car.
852806,223071,2024-01-10,-1427.96,Debit,Herself hair manager.
560041,105813,2020-08-04,4535.8,Credit,Financial still talk design hospital too enter.
791249,143899,2022-03-27,-1853.98,Credit,Area go world.
125656,908171,2021-05-28,2621.38,Debit,Mind happy point how seek memory improve.
402579,975289,2019-12-16,-2931.73,Debit,Occur identify throw cell despite value.
860469,728472,2023-11-09,-466.75,Credit,Article finish buy fill there happen and purpose.
578850,751156,2023-04-28,-1641.42,Debit,Education instead name grow.
819288,569099,2021-07-03,45.44,Debit,Around argue represent take building also.
714999,919735,2022-07-21,3438.26,Credit,Law single stay executive base.
129738,727930,2023-12-26,4660.22,Credit,Painting positive language impact there.
760795,982141,2020-07-12,-4597.23,Credit,Surface teach say play occur.
970976,413773,2024-06-30,2699.61,Debit,Time show exist score student.
490483,933409,2024-05-12,-3241.72,Credit,Always describe together adult born water them.
991669,169456,2019-12-13,-451.22,Debit,Certainly family exist prove song car.
589363,880248,2021-06-03,570.06,Debit,Television hear rock Republican little face.
169104,341037,2023-11-08,1091.91,Credit,Hold program even me.
608756,420282,2022-02-21,-4506.15,Debit,Far finish because. Rise evening professional.
292778,612595,2019-11-18,-4909.72,Credit,His television green interesting defense we.
874513,553909,2023-08-29,4353.45,Credit,Computer try education practice.
664386,923585,2023-06-30,2368.11,Credit,Appear interest like sort reveal one work.
348350,794538,2020-08-17,-4481.97,Debit,Cold base thank order may.
215692,209195,2024-07-27,361.41,Credit,World focus vote yeah PM.
745877,261245,2022-03-11,-4812.34,Credit,Explain almost send fall scientist vote.
230025,127952,2022-11-10,1070.02,Credit,Visit interest example door but stop player how.
143384,496688,2024-04-26,2707.15,Debit,Guess decide always toward feeling.
263908,759859,2020-03-19,4357.07,Credit,Become scene you. Later who Mrs hair.
949754,557726,2022-02-27,2380.51,Credit,While day probably recognize ready time center.
941549,666015,2022-05-30,-1043.63,Credit,Hundred effort job over computer nor kid.
781183,241457,2024-01-10,-2120.5,Debit,Where western participant back current more.
370486,533601,2023-01-31,3049.05,Debit,Out fly whom realize friend.
561543,456869,2024-03-02,2103.68,Credit,Book value decade another.
337302,990059,2023-06-07,-2417.7,Credit,Author entire need. Strong billion turn because.
210074,256784,2022-08-31,769.12,Debit,Contain detail less build everybody put itself.
603443,619398,2020-03-27,-3183.97,Credit,Imagine simply help step sing opportunity level.
362031,858318,2021-09-17,-4784.91,Debit,Above first single natural thus.
966379,241224,2024-05-02,3853.92,Credit,Everyone tree respond already street herself.
122356,474104,2021-12-22,1678.74,Debit,News sense get with mind field.
497864,722186,2019-10-10,-2031.57,Debit,Other million accept science.
302304,769870,2020-01-15,2749.5,Debit,Shake six name own race scene.
814569,808580,2023-01-03,-617.46,Debit,Play other woman quite.
553276,342313,2022-08-12,2922.88,Debit,From everyone front guess.
379525,692860,2023-08-10,4726.97,Debit,Remember rate company occur.
802227,826174,2022-11-30,593.85,Debit,Wait themselves beyond which evidence ok seat.
881682,375580,2022-10-21,-1699.13,Credit,Reduce of wear forget wind order eye.
899830,465486,2022-07-14,2988.68,Debit,Source understand wind condition.
745441,185387,2020-06-30,2159.22,Debit,Leader recently adult.
660205,441432,2024-05-12,-2275.74,Credit,Serve whose window answer sit know way nation.
837083,546218,2023-05-12,-4705.65,Debit,Follow analysis security western Mr prevent son.
916764,374790,2022-01-09,93.42,Debit,Baby offer include three help fire.
308070,143493,2022-11-29,946.77,Debit,Show movement senior.
446597,906851,2023-09-07,2281.73,Credit,Force her reach specific behind.
138145,707987,2022-09-21,-2371.27,Credit,Heart white history bad born center.
630068,590746,2020-04-23,1277.67,Credit,Point likely say guess exactly may picture mouth.
997100,891585,2024-05-28,1709.62,Credit,Describe drive none operation along write always.
713626,405759,2021-06-05,-1348.46,Debit,Listen moment peace miss new.
631896,782651,2023-01-27,2947.47,Credit,Grow under bad baby meet next represent talk.
369746,599771,2023-02-04,652.96,Debit,Although without ahead store like.
938468,609738,2021-12-19,2793.21,Debit,Thus purpose green stuff.
326563,454946,2021-11-30,3825.86,Credit,Speech carry role financial.
124131,561959,2019-10-16,831.31,Debit,Security give type than finally man.
442347,630373,2023-06-29,-3830.59,Credit,Ok talk I seat.
320058,303442,2021-03-05,-1319.99,Credit,Know production level bring sister.
915667,999911,2024-08-12,181.41,Credit,Gas challenge fact instead catch land.
794580,773250,2022-04-20,-2336.14,Debit,Pm everyone ability.
396984,546413,2022-07-10,-3919.99,Debit,Pass explain beat me or term population.
745550,281312,2020-05-18,-1466.57,Credit,Shake benefit bag total suggest.
391008,553306,2022-05-27,1467.4,Credit,Dinner sometimes establish star could thank.
826946,573595,2020-05-10,856.73,Credit,Leave grow increase they poor mother baby.
645677,615334,2021-11-12,1607.04,Debit,City believe cup right year.
385837,894693,2020-11-06,69.26,Debit,Quite skill film return.
879738,797359,2021-07-27,-2082.6,Credit,Hour job turn along suffer thousand.
728778,848181,2020-05-15,1923.13,Debit,Food pattern mission prepare clear action.
877182,574428,2020-08-09,1359.69,Debit,Feeling son scene activity under series back.
599381,975136,2020-10-24,-1756.31,Debit,How reveal shoulder agent among I.
922653,680029,2020-04-08,3833.85,Credit,Hard owner drop discussion interest hot appear.
162987,305768,2020-02-29,3224.99,Debit,Eat like agree author reason go happen.
642620,216485,2019-12-06,-2493.47,Debit,Wish consumer grow capital experience probably.
865680,572364,2024-02-10,-4116.55,Debit,Card cut administration. Full right project.
184936,883522,2021-04-28,-4183.14,Credit,Program scientist every young election beautiful.
631353,181631,2022-11-26,-1977.47,Credit,Imagine low lose test whether few.
102488,784797,2024-02-07,3732.97,Credit,Evening whole stuff force author score.
483705,478303,2020-10-04,-556.06,Credit,Meet specific more enjoy.
768741,741685,2022-03-04,-1463.91,Credit,Bit forward so great present hit.
492990,960454,2023-04-12,2767.69,Credit,Public team choice.
162253,236567,2023-04-23,2425.22,Credit,Blue idea goal base create man.
383588,563356,2021-01-14,-2810.9,Credit,Role business difficult theory.
972472,408084,2023-08-17,1622.46,Debit,Congress movement least wall benefit here be.
783279,405558,2023-02-07,1094.79,Credit,Lot summer suggest tree opportunity.
287867,535854,2023-06-20,-2000.74,Credit,Only clear check any condition purpose though.
118318,611207,2023-05-12,-3956.05,Credit,Next understand early sea later interest.
416184,688126,2021-01-16,-387.19,Credit,Family mother woman improve avoid police.
360923,917162,2024-06-28,-458.51,Credit,Look evening choose such want various.
411750,889854,2020-06-18,1989.06,Credit,Find long plant name growth.
250594,618491,2021-09-28,-441.38,Credit,High group avoid.
611013,580930,2023-06-06,104.79,Debit,Determine similar walk term affect high recently.
336772,940733,2020-09-20,-2352.36,Credit,Quite operation instead method when reach so.
368865,823743,2022-03-21,4670.75,Credit,Across place section crime sure.
998837,750040,2019-09-08,2454.61,Debit,Amount him writer look ask. Medical they truth.
487169,457386,2021-03-12,-955.91,Credit,First senior take. Anyone show head.
361571,575995,2019-09-03,-3626.53,Credit,Best suddenly professor help PM.
368542,677987,2020-12-16,-1025.36,Debit,Reach stand most inside worry somebody.
165246,115960,2021-02-01,-2474.1,Debit,Firm security from player big together upon.
281073,432510,2021-09-06,1688.27,Credit,Later market everybody trip watch allow become.
296214,441432,2021-08-31,-3190.58,Credit,Stop boy make voice shake.
363333,903813,2024-05-06,1086.54,Debit,Vote election somebody rate.
333862,689809,2023-03-04,-2916.56,Credit,Total option hair along land size purpose.
126590,313565,2020-08-05,-2725.39,Debit,Capital be past later strategy.
779536,522989,2021-10-18,-4810.19,Credit,Ago anything draw information wait.
383424,660739,2021-07-09,-141.71,Credit,Beat recently short.
839175,630306,2020-01-26,1498.5,Credit,Animal bed budget have.
130807,256360,2019-11-19,-3287.67,Credit,Then small most example last.
434859,736730,2020-06-18,-421.84,Debit,Civil something too put bed although audience.
243564,391793,2019-12-10,3712.61,Debit,Wish student cause this begin energy hit.
343548,195335,2020-05-30,-1369.7,Credit,Realize just its company.
879589,112072,2023-10-01,-3172.02,Credit,Region picture entire.
798806,778251,2021-02-14,-1747.54,Credit,Politics base class. Role happen last before leg.
171973,714397,2020-06-15,2919.06,Debit,Bar yes address its.
695170,299953,2024-04-17,2527.78,Credit,Democrat personal these approach mention at.
991650,725847,2023-04-26,862.93,Debit,Address coach maintain activity need feeling.
670474,893561,2020-06-23,-4567.35,Debit,Affect few them support thus rock.
235948,233410,2023-01-30,716.06,Debit,Fact institution oil over style car situation.
855971,868289,2021-01-16,3690.51,Debit,Stay inside here available.
260890,963888,2024-02-25,25.46,Credit,Film husband start field certain owner.
706775,407294,2021-12-02,-4611.13,Credit,Art rock eight throughout.
305597,579150,2021-12-13,4896.99,Debit,Popular per focus model character check beat.
948551,109556,2023-10-31,304.39,Debit,Carry need today unit system marriage.
717819,813914,2021-08-24,244.81,Debit,Rather certain great growth when.
809429,313455,2020-08-21,3387.84,Debit,After that discuss amount soldier.
926145,386891,2024-01-11,2925.33,Credit,Whose space sea admit point one yourself.
659298,790873,2023-08-21,-850.14,Debit,Style class determine agent medical again.
237579,159635,2022-02-21,-903.7,Credit,Research thousand wonder amount.
868591,651210,2023-07-10,-1146.84,Debit,Sea be capital help avoid.
760687,820880,2022-05-13,3345.55,Credit,According understand during dark day yard either.
928076,432071,2023-03-07,1173.16,Debit,Many story sport card forward.
608116,642084,2022-02-27,-2597.41,Credit,Sit despite list west little better.
872878,833241,2021-01-17,704.11,Credit,House carry Mr structure tend purpose white.
575700,219636,2019-11-10,2771.38,Debit,Report smile feel throughout even business can.
342252,989156,2021-07-01,-1946.47,Credit,Industry tree indeed fight structure few center.
576621,232840,2021-04-03,4402.33,Credit,Interview get everybody get.
645704,532411,2022-07-28,-1123.67,Debit,One grow hot site some.
287144,436582,2023-11-10,3025.86,Debit,Case mean name human.
364953,141245,2021-09-05,-3506.44,Credit,Morning part reason discover.
716027,209891,2020-06-17,945.32,Debit,Picture that marriage choice dark.
602715,280386,2022-05-07,4155.02,Credit,Across impact end beautiful and knowledge.
477378,564879,2021-01-20,-2448.95,Credit,Serve charge key whether future base.
763206,549851,2021-03-15,-492.42,Credit,Once since provide threat make report that.
916885,749016,2022-09-23,371.11,Credit,Glass model staff throughout continue computer.
533166,227378,2024-02-03,-3562.29,Debit,Interview image bar.
380954,192307,2023-11-27,1815.86,Debit,Security certainly watch heart important finish.
476712,680288,2024-07-31,3686.67,Credit,For between ball cost wait garden from.
692235,648688,2022-12-20,16.45,Credit,Might newspaper may nice. Health onto stock.
260213,716622,2022-05-12,-3015.44,Credit,Production still kind young.
789613,914647,2024-01-02,1016.84,Credit,Star great vote. Scientist star dark anyone.
897801,589380,2019-12-05,-4038.15,Debit,Get suggest relate according speech board.
817353,322645,2019-11-17,-2975.4,Debit,Herself when can food some.
112764,866215,2020-06-17,-2195.14,Credit,Woman recognize cell evidence number often class.
752221,255105,2020-10-30,2877.99,Credit,Still record we want leader.
116192,607812,2020-05-19,1021.55,Debit,Out once us season.
129827,782351,2023-10-06,1576.47,Debit,Anyone foot career eight one.
352877,542120,2023-11-24,-3174.95,Credit,Answer try check.
377372,708780,2024-03-23,-3700.11,Debit,Black other food window although party gun.
345263,774271,2023-07-16,4509.3,Debit,Price cell nearly maintain purpose scene indeed.
670107,493332,2022-12-24,-4253.36,Credit,Own evening building clear.
797847,490418,2021-11-16,246.66,Credit,Usually certain least world nice.
565156,681481,2020-12-08,244.93,Debit,Want type what bar attorney growth character.
794141,297254,2021-02-15,-3029.04,Debit,Nation race view apply though blood.
599375,261994,2020-03-10,-2378.56,Debit,Mouth surface bad late now station.
173983,138450,2024-01-09,633.76,Credit,Child several effect nor low open.
238908,144869,2022-02-21,2107.54,Credit,The present me quite.
862316,758792,2023-11-21,79.03,Credit,Simply edge after chair.
592143,263819,2024-04-18,-1373.07,Credit,Improve whose idea cold ten purpose.
876672,450641,2024-03-28,-4232.9,Credit,Home page couple building treat evening.
377181,476409,2024-05-11,-3767.11,Credit,Hear read need statement.
847949,287334,2022-07-24,4658.98,Credit,Well rich close produce.
211948,463661,2024-02-11,1600.26,Debit,Speak hundred clearly.
238913,166989,2021-05-01,2647.13,Debit,Popular entire turn door within last.
654798,560547,2020-06-15,4464.22,Credit,Floor teacher board they.
728254,376040,2020-09-15,-297.48,Debit,Land leader poor admit.
962858,204635,2019-09-17,-1278.51,Debit,Paper raise system million baby world.
584615,549909,2022-07-23,3850.76,Credit,Then writer benefit rest government else that.
491767,127723,2021-11-05,4001.22,Debit,Lead speech party carry. Cell room from word.
674769,771962,2021-01-26,1951.37,Credit,Job whether interview staff.
937992,868616,2021-08-31,2934.04,Debit,Against suddenly sound town.
239356,551626,2021-09-10,-3488.7,Credit,Allow result sort marriage fact voice impact son.
264191,504178,2024-05-21,2401.57,Debit,Response join learn very doctor.
168438,726385,2023-12-07,4613.96,Debit,Animal so suggest only game.
238133,762728,2020-09-07,2322.57,Credit,Discussion same whom teach.
919652,858263,2024-02-20,3157.29,Debit,Brother same whom door ago best place.
699877,393518,2020-11-28,-3215.11,Debit,Occur money particularly fly especially enough.
576504,971742,2023-04-03,-4225.21,Debit,Inside modern step concern.
153763,801148,2023-11-26,-1158.84,Credit,Sound force off writer statement activity.
883457,481063,2021-04-20,-4671.58,Debit,Keep mouth form himself.
401306,887177,2021-12-11,-1393.23,Debit,Participant able remember city occur.
528152,578031,2020-06-15,4097.26,Debit,Participant seem recognize carry.
439041,131259,2020-11-15,1419.71,Credit,Now keep fact for close real car.
632847,364592,2021-05-17,-1735.43,Credit,Which camera represent happy for around person.
725188,423809,2023-05-16,-2698.55,Credit,Education could understand memory chance.
817180,677397,2020-12-10,-4750.28,Credit,Stand south just free term.
710133,139829,2022-12-02,1250.04,Credit,See power board truth.
232581,131678,2023-08-10,2241.68,Debit,Government think network yourself.
700529,485893,2019-12-17,-1513.68,Credit,Good course sing challenge story.
777656,753671,2022-12-07,-4509.82,Credit,Class left war appear.
669434,423116,2020-09-28,-4747.52,Credit,Rock over red though government.
972150,906502,2021-07-28,-2127.79,Debit,Kid part ability nothing what pay.
861181,283352,2023-02-23,-4199.47,Credit,Real film should after resource natural.
528239,307634,2020-12-14,-2130.0,Credit,Forward mention sound continue then.
720090,229657,2024-02-11,-594.04,Debit,Throw ten government rise run they south.
765774,295887,2022-07-06,1080.95,Credit,Over place employee.
682447,495334,2020-04-15,-596.69,Debit,Officer that organization page.
243653,287627,2021-08-20,2709.45,Debit,Consider project law available claim drop.
413494,256278,2023-12-08,329.96,Debit,People sure television behind report safe real.
870598,520272,2022-06-25,-3586.22,Debit,Citizen energy your either edge central.
730166,150546,2023-09-18,1513.27,Credit,Among TV child walk above.
852846,705940,2023-06-28,4128.79,Credit,Father white possible hit free rule.
807835,508565,2021-04-26,4672.29,Credit,Rich though able before win medical tree.
295279,314615,2023-11-18,-3574.31,Credit,Kitchen sometimes tough live day point send.
896890,922556,2021-03-07,-992.48,Debit,War skin respond other.
511536,664064,2023-04-15,4431.54,Credit,Stay bed agent day age myself.
193088,233344,2020-09-05,-3759.31,Credit,Special range as.
386982,684218,2020-02-13,386.64,Credit,Back oil finally grow find appear mouth.
685838,783631,2020-12-10,131.38,Credit,Fight cut must its pattern entire believe.
756658,816690,2020-05-22,2059.88,Debit,Sport themselves baby law cost stand.
356059,377850,2022-01-28,-2019.54,Debit,Talk individual course again.
170076,679817,2019-10-04,2360.68,Debit,Billion court activity.
658548,313327,2019-12-07,73.45,Debit,Although growth eight by shoulder within.
108570,993779,2024-04-29,-1637.98,Debit,Feel Mr cell hand ten. Two those view court with.
802373,242123,2021-12-22,3960.04,Credit,Amount paper beyond medical family grow.
245020,657223,2020-03-25,-4245.31,Credit,Throw that your college two.
964825,857801,2024-06-30,-1053.97,Debit,Hit sense where into or national however.
899252,476653,2022-11-01,-481.66,Debit,Light international number not party ready guy.
985913,382014,2022-10-04,2223.03,Debit,Successful bank enter thought help doctor.
402204,810907,2019-11-28,2870.32,Credit,Production investment seek politics market.
663897,695167,2021-01-25,-4728.28,Credit,From son compare without ten ball human.
259301,282181,2020-06-22,4130.09,Credit,Around result little family space book.
915912,668544,2020-09-25,-572.52,Credit,Its strong difference practice appear.
197864,323843,2022-01-02,-2360.25,Credit,Call minute stay daughter mention.
961849,809680,2021-01-17,-1143.67,Debit,Group heavy adult than.
603181,695192,2024-01-07,-4477.85,Debit,Worker more water task condition.
674076,562229,2022-03-14,-1250.28,Debit,Name natural red full former medical reality.
426655,990723,2024-04-22,183.97,Credit,Personal case likely success box manager stand.
771004,982909,2020-12-22,1501.48,Debit,Agree until few scientist until common identify.
771697,180992,2022-08-24,-2746.17,Debit,Daughter hear only benefit billion bag we effect.
288191,125008,2023-08-08,2941.09,Credit,Movement base this himself.
285077,298948,2020-10-24,3751.05,Debit,Tv time apply. Indeed spring notice.
355830,165018,2024-07-19,3413.11,Debit,Face describe traditional price pay.
247270,150084,2023-09-09,3072.54,Credit,Front anything reach require training keep.
746303,793290,2020-01-11,2744.01,Debit,Growth less address long remember.
205884,965913,2022-09-17,2113.83,Debit,Air behavior wall list hour foot.
267227,102856,2020-07-23,4839.55,Debit,Son onto film before art. Why argue whom letter.
688041,147844,2021-06-15,-2439.93,Credit,Evidence dog billion certainly out go.
218326,624547,2020-07-26,1547.1,Credit,Clearly benefit page same important inside eye.
392875,785900,2020-06-28,-3361.06,Credit,Song ground discuss rich man.
343926,705353,2022-04-12,-2011.5,Debit,Know card according source loss.
719049,887952,2021-08-09,-2170.01,Credit,Tv service state account. Me focus news remember.
274340,297908,2020-12-14,-1690.96,Credit,Possible yet owner beautiful.
160714,767434,2020-07-29,2961.66,Debit,Agent both term however fish phone citizen.
433428,537464,2019-09-07,-1819.63,Debit,Major affect thought will.
688064,730961,2022-04-02,-1641.71,Debit,Either final example book around education.
739614,168030,2023-06-28,-1124.23,Debit,Shoulder affect visit maybe standard.
992374,568356,2021-12-26,-1411.79,Credit,Sing measure fund sit. Right somebody so appear.
937070,451105,2024-06-23,2438.28,Debit,Others main specific high hot certainly power.
604402,254844,2023-05-08,4183.12,Credit,Director hit sure.
121567,967054,2022-08-15,-4788.78,Debit,Daughter shoulder on you during consumer.
821145,331433,2020-02-14,1923.55,Debit,Least effect charge one public worker.
754696,419454,2022-12-08,-2722.97,Credit,Thought student place TV interest.
468988,585791,2020-03-28,-115.98,Debit,Way forward every rich.
906000,843935,2021-05-30,900.94,Credit,Happy year movement move. Rock break face book.
894039,517585,2020-11-04,4469.2,Debit,Fight word section involve key maintain film.
308565,843677,2022-12-26,2721.62,Credit,Control north rate president road.
993342,345263,2020-10-05,2776.92,Credit,Hospital age figure trial attention thus manage.
616614,139341,2019-08-23,4786.87,Credit,Serious total will discussion ten real.
958430,369120,2020-07-02,-2377.05,Credit,Inside already state answer.
418774,266481,2020-08-18,-753.52,Credit,Land develop sign maybe note black entire.
788233,902580,2023-06-20,3126.36,Credit,Stay these describe test from local safe.
428685,622770,2020-05-20,-1288.87,Credit,Hundred even book reduce.
508380,416093,2022-05-02,-2796.5,Debit,Person surface name address.
396734,301510,2022-05-18,1802.08,Credit,Season building him with might arrive.
844625,554852,2020-03-25,-428.8,Debit,Network ask claim thousand.
633416,331252,2019-09-28,-4603.0,Credit,Available week generation world fill where.
588981,861405,2021-06-03,1902.76,Debit,News by strategy try point almost.
619838,475156,2024-06-16,-2532.03,Debit,Investment compare feeling open value figure.
296546,269920,2020-09-20,-4649.52,Debit,Believe notice investment wall might.
218294,812588,2021-03-04,-536.78,Credit,Detail debate up I best operation then.
143012,786849,2020-01-23,1015.07,Credit,State per start surface.
961780,377431,2021-10-10,3697.58,Credit,Part another such doctor key.
490557,869922,2021-10-25,-1781.94,Credit,Finally fill mission dog risk building reach.
659201,335827,2023-08-13,593.62,Debit,Feeling with turn physical determine nature wish.
211809,297920,2022-05-10,3328.32,Debit,Different return history try method.
765764,143139,2024-03-14,-4664.0,Credit,Particularly own prepare but address out protect.
180058,149531,2019-08-17,118.26,Credit,Memory popular rock arm design who appear.
279365,666532,2021-04-15,978.47,Credit,Protect keep along decision.
268324,445082,2021-03-26,2035.92,Debit,Sign build look where.
403659,275573,2023-04-24,3710.22,Credit,Fast cup answer issue visit health father.
512337,948402,2020-02-13,2346.03,Debit,Defense bill number notice open.
953965,310868,2024-01-09,-4952.67,Debit,Own talk administration national me far head.
983880,957155,2023-08-28,-361.64,Debit,Company age also job already conference.
799200,129620,2023-04-24,1330.78,Credit,Region shake painting participant off.
609671,148992,2023-10-17,4786.66,Credit,Expert close summer large him region traditional.
440964,584574,2024-06-11,-1324.47,Debit,Pattern TV particularly wish event send approach.
532861,170438,2020-09-18,-4902.38,Debit,Gas agreement simply western religious.
